1.917061145057577109e-16,8.641073297369999962e-02,1.290300498679338749e-02
1.917061145057577109e-16,8.641073297369999962e-02,1.269132974623331071e-02
1.917061145057577109e-16,8.641073297369999962e-02,1.293189452027869966e-02
1.917061145057577109e-16,8.641073297369999962e-02,1.294877348200501252e-02
1.917061145057577109e-16,8.641073297369999962e-02,1.280190685325561031e-02
1.917061145057577109e-16,8.641073297369999962e-02,1.373689848080649964e-02
1.917061145057577109e-16,8.641073297369999962e-02,1.258930323317476035e-02
1.917061145057577109e-16,8.641073297369999962e-02,1.283525143719433347e-02
1.917061145057577109e-16,8.641073297369999962e-02,1.261758944237013902e-02
1.917061145057577109e-16,8.641073297369999962e-02,1.263870178014201567e-02
