1.917061145057577109e-16,8.641073297369999962e-02,1.277345482915611535e-02
1.917061145057577109e-16,8.641073297369999962e-02,1.281700422413729716e-02
1.917061145057577109e-16,8.641073297369999962e-02,1.286632434767622478e-02
1.917061145057577109e-16,8.641073297369999962e-02,1.349792859543833511e-02
1.917061145057577109e-16,8.641073297369999962e-02,1.325638845127967945e-02
1.917061145057577109e-16,8.641073297369999962e-02,1.272708926602739328e-02
1.917061145057577109e-16,8.641073297369999962e-02,1.277058564322588151e-02
1.917061145057577109e-16,8.641073297369999962e-02,1.331981110560210256e-02
1.917061145057577109e-16,8.641073297369999962e-02,1.335848795390631900e-02
1.917061145057577109e-16,8.641073297369999962e-02,1.300886839527999259e-02
